EMC CORPORATION,PLEASANTON
EMD MILLIPORE CORPORATION,HAYWARD
EMERALD PACKAGING INC,UNION CITY
EMERALD PACKAGING INC,UNION CITY
EMIL VILLA'S HICK'RY PIT RESTAURANT,FREMONT
ENABLENCE USA COMPONENT INC,FREMONT
"ENERGY RECOVERY, INC",SAN LEANDRO
ENGLUND STUDIO,OAKLAND
"ENVIRONMENTAL COMPLIANCE GROUP, LLC",OAKLAND
EQUIPMENT FABRICATING CORPORATION,OAKLAND
ESIGNAL-A DIVISION OF INTERACTIVE DATA CORP,HAYWARD
ESSEX PORTFOLIO LLC DBA THE GRAND APARTMENTS,OAKLAND
"EVANS BROTHERS, INC",LIVERMORE
EVERGREEN CEMETERY,OAKLAND
EXAR CORPORATION,FREMONT
EXCELITAS TECHNOLOGIES CORP,FREMONT
"FAA, OAKLAND AIR ROUTE TRAFFIC CONTROL CTR (ARTCC)",FREMONT
FAIRMONT HOSPITAL,SAN LEANDRO
FARBEN INC,HAYWARD
FEDERAL AVIATION ADMINISTRATION,LIVERMORE
FEDERAL AVIATION ADMINISTRATION,OAKLAND
FEDERAL AVIATION ADMINISTRATION,OAKLAND
FEDERAL BUREAU OF PRISONS,DUBLIN
FEDEX EXPRESS - OAKRT,OAKLAND
FEDEX EXPRESS-OAKH,OAKLAND
"FEDEX FREIGHT, INC",HAYWARD
FEMA,OAKLAND
FERMA CORPORATION,NEWARK
FERROTEC (USA) CORP - TEMESCAL DIVISION,LIVERMORE
FIFTH & POTTER STREET ASSOC,BERKELEY
"FINAL FINISH, INC",FREMONT
FINISAR CORPORATION,FREMONT
FINISHING TOUCHES,OAKLAND
FLATIRON,FREMONT
FLORENCE & NEW ITALIAN ART COMPANY,HAYWARD
FOOD MAXX #484,OAKLAND
FORM FACTOR,LIVERMORE
FOUR POINTS BY SHERATON,EMERYVILLE
"FOX TELEVISION STATIONS, INC , ON BEHALF OF KTVU",OAKLAND
"FOX TELEVISION STATIONS, INC ON BEHALF OF KICU",FREMONT
FREMONT CABINET & FIXTURE CO INC,FREMONT
FREMONT FORD AND AUTO BODY OF FREMONT,NEWARK
FREMONT HOSPITAL,FREMONT
FREMONT RECYCLING AND TRANSFER STATION,FREMONT
FREMONT SURGERY CENTER,FREMONT
FRESENIUS MEDICAL CARE NORTH AMERICA,FREMONT
FREUND BAKING COMPANY,HAYWARD
"FXI, INC",SAN LEANDRO
"G S COSMECEUTICAL USA, INC",LIVERMORE
"GALLAGHER & BURK, INC",OAKLAND
GARRE WINERY EVENT CENTER,LIVERMORE
GAYLORD'S CAFFE ESPRESSO,OAKLAND
"GE HITACHI NUCLEAR ENERGY AMERICAS, LLC",SUNOL
GENERAL ELECTRIC COMPANY,OAKLAND
GENERAL SERVICES ADMINISTRATION-EAST BAY OFFICE,OAKLAND
GENERAL SERVICES AGENCY - ALAMEDA,DUBLIN
GENMARK AUTOMATION,FREMONT
GEORGE M MARTIN CO,EMERYVILLE
GEORGIA-PACIFIC CORRUGATED LLC,SAN LEANDRO
GEORGIA-PACIFIC GYPSUM LLC,SAN LEANDRO
GERALD MACAULEY,SAN LEANDRO
GHIRARDELLI CHOCOLATE CO,SAN LEANDRO
"GILEAD SCIENCES, INC",FREMONT
GILLIG LLC,HAYWARD
"GLOBAL PLATING, INC",FREMONT
GLOBAL POWER GROUP INC  (TOYS 'R' US) - 5811,DUBLIN
"GLOBAL POWER GROUP, INC - 6554",EMERYVILLE
GOLDEN BEAR CENTER,BERKELEY
GRANITE CONSTRUCTION CO,PLEASANTON
GRAYBAR,UNION CITY
"GRIFOLS DIAGNOSTIC SOLUTIONS, INC",EMERYVILLE
"GRIFOLS DIAGNOSTIC SOLUTIONS, INC",EMERYVILLE
"GRIMIT AUTO C/O STRATUS ENVIRONMENTAL, INC",OAKLAND
GRISSOM'S CHAPEL & MORTUARY,SAN LORENZO
GROUP DELPHI,ALAMEDA
GROVEWAY VETERINARY HOSPITAL (LEAPOFF),CASTRO VALLEY
GRUNDFOS CBS INC,HAYWARD
H & C FINISHERS,HAYWARD
HACIENDA OUTPATIENT SURGERY CENTER,PLEASANTON
"HACIENDA PORTFOLIO VENTURE, LLC (CBRE AGENT)",PLEASANTON
HARLAN LAB LIVERMORE,LIVERMORE
HAULAWAY CONTAINERS,SAN LEANDRO
"HAWKINS HAWKINS COMPANY, INC",BERKELEY
HAYWARD AUTO IMPORTS INC,HAYWARD
HAYWARD CABINET AND CONSTRUCTION,HAYWARD
HAYWARD EXECUTIVE AIRPORT,HAYWARD
"HAYWARD FBO SERVICES, LLC",HAYWARD
"HAYWARD FBO, LLC",HAYWARD
"HAYWARD POINT EDEN I, LP C/O CBRE",HAYWARD
"HAYWARD POINT EDEN I, LP C/O CBRE",HAYWARD
"HAYWARD PT EDEN I, LP C/O CB RICHARD ELLIS",HAYWARD
HAYWARD WASTE WATER TREATMENT PLANT,HAYWARD
HC FINE FINISHES,OAKLAND
HEAT & CONTROL INC,HAYWARD
HEAVYLUX INC,SAN LEANDRO
HENKEL CORPORATION,BERKELEY
"HERITAGE ESTATES/SUNDT CONSTRUCTION, INC",LIVERMORE
HERITAGE PAPER,LIVERMORE
HEWLETT PACKARD ENTERPRISE COMPANY,PLEASANTON
HEXCEL CORPORATION,DUBLIN
HICKORY SPRINGS OF CALIFORNIA,HAYWARD
HIGH LUSTRE METAL FINISHING,HAYWARD
HIGHLAND  HOSPITAL,OAKLAND
HINES REIT WATERGATE LP,EMERYVILLE
HITACHI CONSULTING CORPORATION,NEWARK
HOBBY LOBBY STORES,DUBLIN
HOTEL OAKLAND,OAKLAND
"HOUSING ALLIANCE, LP C/O THE JOHN STEWART COMPANY",CASTRO VALLEY
HURRICANE ELECTRIC INTERNET SERVICES,FREMONT
IGATE GLOBAL SOLUTIONS LTD,FREMONT
IKANOS COMMUNICATIONS,FREMONT
IKEA US WEST INC - 165 EMERYVILLE,EMERYVILLE
"ILLUMINA, INC",HAYWARD
IMMUNO SCIENCE,DUBLIN
"IMPAX LABORATORIES, INC",HAYWARD
"IMPAX LABORATORIES, INC",HAYWARD
"IMPAX LABORATORIES, INC",HAYWARD
"IMPAX LABORATORIES, INC",HAYWARD
IMPAX PHARMACEUTICALS INC,HAYWARD
"IMPERIAL MARKING SYSTEMS, A DIVISION OF BEST LABEL",UNION CITY
INJEX INDUSTRIES INC,HAYWARD
"INLAND INDUSTRIAL TIRE NORTH, INC",HAYWARD
INLITE CORPORATION,BERKELEY
"INPHENIX, INC",LIVERMORE
INSITE VISION,ALAMEDA
INTARCIA THERAPEUTICS,HAYWARD
"INTARCIA THERAPEUTICS, INC",HAYWARD
INTEGRA TELECOM,LIVERMORE
INTEMATIX CORPORATION,FREMONT
INTERGRATED MANUFACTURING GROUP LLC,LIVERMORE
INTERNATIONAL GASES & CRYOGENICS INC,OAKLAND
INTERNATIONAL PAPER COMPANY,SAN LEANDRO
"INTEVAC, INC",FREMONT
IRONIES LLC,BERKELEY
IRVINGTON MEMORIAL CEMETERY,FREMONT
J CAM FIBERGLASS,NEWARK
J D HARPE FURNITURE FINISHERS,ALAMEDA
JAMES NEVELS PAINTING,FREMONT
JAMES NEVELS PAINTING,FREMONT
JATCO INCORPORATED,UNION CITY
"JC PENNY COMPANY, C/O PSI",NEWARK
"JC PENNY COMPANY, C/O PSI",PLEASANTON
JD GROUP,PLEASANTON
JEFFERSON OAKS HOUSING,OAKLAND
JEM AMERICA CORP,FREMONT
JIFCO INC,LIVERMORE
"JOHN F MELLO, LUTHIER",BERKELEY
JOHN HANSEN & SONS INC,OAKLAND
JOHNSON PLATING WORKS INC,OAKLAND
JP MORGAN CHASE,ALAMEDA
"JUDICIAL COUNCIL OF CALIFORNIA, JCC 01-D1",HAYWARD
"JUDICIAL COUNCIL OF CALIFORNIA, JCC 01-E1",PLEASANTON
"JUDICIAL COUNCIL OF CALIFORNIA, JCC 01-F1",ALAMEDA
"JUDICIAL COUNCIL OF CALIFORNIA, JCC 01-H1",FREMONT
KAISER FOUNDATION HOSPITAL-HAYWARD,HAYWARD
KAISER HOSPITAL,SAN LEANDRO
KAISER MEDICAL CENTER LIVERMORE,LIVERMORE
KAISER PERMANENTE,OAKLAND
KAISER PERMANENTE,PLEASANTON
KAISER PERMANENTE,PLEASANTON
KAISER PERMANENTE,PLEASANTON
KAISER PERMANENTE,PLEASANTON
KAISER PERMANENTE BERKELEY CAMPUS,BERKELEY
KAISER PERMANENTE IVF CLINIC,FREMONT
KAISER PERMANENTE MEDICAL CENTER,OAKLAND
KAISER PERMANENTE MEDICAL CENTER,FREMONT
KAISER PERMANENTE MEDICAL CENTER,PLEASANTON
KAISER PERMANENTE POST ACUTE CARE CENTER,SAN LEANDRO
KAISER UNION CITY MEDICAL OFFICES,UNION CITY
KAISER/APRIA,UNION CITY
KBS REALTY ADVISERS,NEWARK
KBSIII AT EMERYVILLE LLC,EMERYVILLE
KBSIII TOWERS AT EMERYVILLE LLC,EMERYVILLE
KBSIII TOWERS AT EMERYVILLE LLC,EMERYVILLE
"KELLY'S CONCRETE & BUILDING MATERIALS, INC",FREMONT
KENSINGTON FIRE PROTECTION DISTRICT,KENSINGTON
KINDRED HOSPITAL,SAN LEANDRO
KINETIC CERAMICS INC,HAYWARD
KING KOVERS INC,HAYWARD
KIZANIS CUSTOM CABINETS,SAN LEANDRO
KLA TENCOR CORPORATION,HAYWARD
KLEEN BLAST,HAYWARD
"KOHANA COFFEE, LLC",EMERYVILLE
KOHL'S CORPORATION,HAYWARD
KR PROPERTIES INC,OAKLAND
KRAFT HEINZ FOODS COMPANY,SAN LEANDRO
L J WALCH CO INC,LIVERMORE
"L-3 COMMUNICATIONS, PULSE SCIENCES",SAN LEANDRO
LABEL ART,OAKLAND
"LAKE MERRITT MANAGEMENT, LLC",OAKLAND
"LAM BUSINESS CORPORATION, BLDG CA30",FREMONT
LAM RESEARCH CORPORATION - BLDG CA-31,LIVERMORE
LAM RESEARCH CORPORATION - FREMONT CAMPUS,FREMONT
LANDA'S PAINTING AND FINISHING,FREMONT
"LARMS, INC",OAKLAND
LAWRENCE BERKELEY NATIONAL LABORATORY,BERKELEY
LAWRENCE LIVERMORE NATIONAL LAB,TRACY
LAWRENCE LIVERMORE NATIONAL LABORATORY,LIVERMORE
LBA REALTY,FREMONT
LBA REALTY,FREMONT
LEAP FROG,EMERYVILLE
LEE'S IMPERIAL WELDING INC,FREMONT
LEGACY CULTURED MARBLE,NEWARK
LEHIGH SOUTHWEST CEMENT,UNION CITY
LEO'S FINISHING AND REFINISHING INC,UNION CITY
LEONARD R FOSS STUDIOS INC,OAKLAND
LEVEL 3 COMMUNICATIONS,FREMONT
LEVEL 3 COMMUNICATIONS,HAYWARD
LEVEL 3 COMMUNICATIONS INC,EMERYVILLE
LEVEL 3 COMMUNICATIONS LLC,OAKLAND
"LEVEL 3 COMMUNICATIONS, LLC",HAYWARD
"LEYDEN ENERGY, INC",FREMONT
"LIGHTSAIL ENERGY, INC",BERKELEY
LION MALL,NEWARK
LIQUIDITY NANOTECH CORPORATION,ALAMEDA
LIVERMORE CREMATORY,LIVERMORE
LIVERMORE DUBLIN DISPOSAL,LIVERMORE
LIVERMORE MAINTENANCE CENTER,LIVERMORE
LIVERMORE MUNICIPAL WATER - ALTAMONT PUMP STATION,LIVERMORE
LIVERMORE MUNICIPAL WATER - OAKVILLE PUMP STATION,LIVERMORE
LIVERMORE MUNICIPAL WATER-AIRWAY PUMP STATION,LIVERMORE
LIVERMORE MUNIPAL WATER - VASCO RD PUMP STATION,LIVERMORE
LIVERMORE-AMADOR VALLEY WATER MANAGEMENT AGENCY,PLEASANTON
LIVERMORE/AMADOR VALLEY TRANSIT AUTHORITY,LIVERMORE
LMC MITEK DIVISION OF AUTOTECH LP,FREMONT
LONGVIEW FIBRE PAPER AND PACKAGING INC,OAKLAND
"LOWE'S HIW, INC",FREMONT
"LOWE'S HIW, INC ,CORPORATE PAYABLES",LIVERMORE
"LOWE'S HIW, INC /CORPORATE PAYABLES",UNION CITY
"LOWE'S OF DUBLIN, CA#2273",DUBLIN
LUCKY #712,FREMONT
LUCKY #713,FREMONT
LUCKY #714,FREMONT
LUCKY #715,HAYWARD
LUCKY #716,HAYWARD
LUCKY #721,LIVERMORE
LUCKY #736,OAKLAND
LUCKY #767,SAN LEANDRO
LUCKY #768,SAN LORENZO
LUCKY #782,UNION CITY
MAAS BROTHERS INC,LIVERMORE
MACH II 180 GRAND LLC,OAKLAND
MACY'S (NEWPARK),NEWARK
MACY'S (PLEASANTON STONERIDGE HOME),PLEASANTON
MACY'S (PLEASANTON STONERIDGE),PLEASANTON
MACY'S INC,UNION CITY
MACY'S SOUTH LAND,HAYWARD
MAIER RACING ENTERPRISES,HAYWARD
"MALLAR INDUSTRIAL FINISHING, INC",FREMONT
MARBLEMAN ENTERPRISES,SAN LORENZO
MASONIC HOMES OF CALIFORNIA,UNION CITY
"MATERION BRUSH, INC",FREMONT
"MATHESON TRI-GAS, INC",NEWARK
"MATTSON TECHNOLOGY, INC",FREMONT
MCGRATH RENT CORPORATION,LIVERMORE
MCGUIRE & HESTER,OAKLAND
MCI DBA VERIZON BUSINESS,DUBLIN
"MCI,DBA VERIZON BUSINESS",OAKLAND
MCLAUGHLIN COFFEE CO INC,EMERYVILLE
MEASUREMENT SPECIALTIES INC,FREMONT
MEDLAND DEVELOPMENT,FREMONT
MEDPLAST FREMONT,FREMONT
"MELROSE METAL FINISHING, INC",OAKLAND
"MELROSE METAL PRODUCTS, INC",FREMONT
"MEMBRANE TECHNOLOGY & RESEARCH, INC",NEWARK
MENTOR GRAPHICS,FREMONT
MERCURIO BROTHERS PRINTING,BERKELEY
MERCY RETIREMENT AND CARE CENTER,OAKLAND
METROPCS CALIFORNIA/FLORIDA INC,OAKLAND
"MICROWAVE TECHNOLOGY, INC",FREMONT
MILLER MILLING COMPANY,OAKLAND
MILLS COLLEGE,OAKLAND
MISSION FOODS,HAYWARD
MISSION LINEN SUPPLY,NEWARK
MISSION VALLEY COFFEE ROASTING CO,FREMONT
MISSION VALLEY REGIONAL OCCUPATIONAL PROGRAM,FREMONT
MISSION VALLEY ROCK CO,SUNOL
MIZZICO,HAYWARD
MOBILE MINI INC,FREMONT
MODERN COFFEE ENTERPRISES INC,EMERYVILLE
MODULAR SPACE CORPORATION,HAYWARD
MONTAGUE COMPANY,HAYWARD
MORGAN ADVANCED CERAMICS,HAYWARD
"MORTON SALT, INC",NEWARK
MOTIVATIONAL SYSTEMS INC,LIVERMORE
MOUNTAIN VIEW CEMETERY ASSOCIATION,OAKLAND
MOZ DESIGNS,OAKLAND
MPOWER COMMUNICATIONS / TELEPACIFIC,OAKLAND
MPP UNION CITY A DIVISION OF AMCOR PACKAGING DIST,UNION CITY
MR ESPRESSO,OAKLAND
"MS CARITA, INC",LIVERMORE
NATIONWIDE BOILER INC,FREMONT
NAVIGATOR SYSTEMS INC,ALAMEDA
NEIDHARDT INC,HAYWARD
NEOPHOTONICS CORPORATION,FREMONT
NEW CINGULAR WIRELESS DBA AT&T MOBILITY,CASTRO VALLEY
NEW CINGULAR WIRELESS PCS DB AT&T MOBILITY,BERKELEY
NEW CINGULAR WIRELESS PCS DBA AT&T MOBILITY,UNION CITY
NEW CINGULAR WIRELESS PCS DBA AT&T MOBILITY,LIVERMORE
NEW CINGULAR WIRELESS PCS LLC DBA AT&T MOBILITY,HAYWARD
"NEW CINGULAR WIRELESS PCS, LLC DBA AT&T MOBILITY",LIVERMORE
"NEW CINGULAR WIRELESS,PCS,LLC DBA AT&T MOBILITY",LIVERMORE
"NEW ENGLAND LEAD BURNING CO, INC",SAN LEANDRO
NEWARK HILTON HOTEL,NEWARK
NEWPARK MALL LP,NEWARK
NIKON PRECISION INC,FREMONT
NOR-CAL METAL FABRICATORS,OAKLAND
NORDSTROM DC 499,NEWARK
NORTHERN CALIF POWER AGENCY,ALAMEDA
NORTHLAND CONTROL SYSTEM,FREMONT
NORTHWOOD DESIGN PARTNERS,UNION CITY
NORTON INDUSTRIES INC,HAYWARD
"NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC",EMERYVILLE
NOVARTIS VACCINES AND DIAGNOSTICS,EMERYVILLE
"NRC ENVIRONMENTAL SERVICES, INC",ALAMEDA
NUTEK CORPORATION,HAYWARD
OAKLAND 14TH OFFICE,OAKLAND
OAKLAND CENTER 21,OAKLAND
OAKLAND FIRE STATION 18,OAKLAND
OAKLAND LOGISTICS CENTER LLC,OAKLAND
OAKLAND MARRIOTT CITY CENTER,OAKLAND
OAKLAND MUSEUM OF CALIFORNIA,OAKLAND
OAKLAND UNIFIED SCHOOL DISTRICT,OAKLAND
OHLONE COLLEGE,NEWARK
OLDCASTLE BUILDING,FREMONT
OLDCASTLE PRECAST (PLEASANTON),PLEASANTON
"OLIVER DE SILVA, INC",SUNOL
OLSON STEEL,SAN LEANDRO
OLYMPIC SCREEN CRAFTS & LITHOGRAPHY,FREMONT
"OLYMPIC TUG & BARGE CO, INC",ALAMEDA
OMRON STI,FREMONT
ONCORE MANUFACTURING SERVICES INC,FREMONT
ONE TOYOTA OF OAKLAND,OAKLAND
OPERATING ENGINEERS LOCAL UNION #3 FEDERAL CREDIT,LIVERMORE
OPTIMIST CLUB OF SAN LEANDRO,SAN LEANDRO
OPTOPLEX CORPORATION,FREMONT
ORACLE AMERICA,PLEASANTON
"ORCHARD SUPPLY COMPANY, LLC - SITE #470",BERKELEY
"ORCHARD SUPPLY COMPANY, LLC - SITE #70",LIVERMORE
ORCON CORPORATION,UNION CITY
ORO LOMA SANITARY DISTRICT,SAN LORENZO
ORO LOMA SANITARY DISTRICT,SAN LORENZO
ORO LOMA SANITARY DISTRICT,SAN LEANDRO
ORO LOMA SANITARY DISTRICT,SAN LORENZO
ORO LOMA SANITARY DISTRICT-CANYON LIFT STATION,HAYWARD
ORO LOMA SANITARY DISTRICT-RAILROAD LIFT STATION,SAN LORENZO
OWENS-BROCKWAY GLASS CONTAINER INC,OAKLAND
P & S SALES,HAYWARD
PABCO GYPSUM,NEWARK
PACIFIC BELL,BERKELEY
PACIFIC BELL,FREMONT
PACIFIC BELL,ALAMEDA
PACIFIC BELL,ALBANY
PACIFIC BELL,BERKELEY
PACIFIC BELL,FREMONT
PACIFIC BELL,HAYWARD
PACIFIC BELL,HAYWARD
PACIFIC BELL,OAKLAND
PACIFIC BELL,OAKLAND
PACIFIC BELL,OAKLAND
PACIFIC BELL,OAKLAND
PACIFIC BELL,OAKLAND
PACIFIC BELL,PLEASANTON
PACIFIC BELL,SAN LEANDRO
PACIFIC BELL,UNION CITY
PACIFIC BELL (DBA: AT&T CA),PLEASANTON
"PACIFIC BELL TELEPHONE CO (DBA, AT&T CALIFORNIA)",OAKLAND
PACIFIC GALVANIZING,OAKLAND
PACIFIC GAS & ELECTRIC CO (PG&E),FREMONT
PACIFIC GAS & ELECTRIC COMPANY,EMERYVILLE
PACIFIC GAS AND ELECTRIC,FREMONT
PACIFIC GAS AND ELECTRIC,LIVERMORE
PACIFIC GAS AND ELECTRIC,OAKLAND
PACIFIC GAS AND ELECTRIC,FREMONT
PACIFIC GAS AND ELECTRIC,LIVERMORE
PACIFIC GAS AND ELECTRIC,OAKLAND
PACIFIC GAS AND ELECTRIC COMPANY,FREMONT
PACIFIC GAS AND ELECTRIC COMPANY,HAYWARD
PACIFIC GAS AND ELECTRIC COMPANY,LIVERMORE
PACIFIC GAS AND ELECTRIC COMPANY,LIVERMORE
PACIFIC GAS AND ELECTRIC COMPANY/ENVR FIELD SVCS,OAKLAND
PACIFIC INTERMENT SERVICE,EMERYVILLE
"PACIFIC PAPER TUBE, INC",OAKLAND
PACIFIC RACING ASSOCIATION,ALBANY
PACIFIC RENAISSANCE PLAZA,OAKLAND
PACIFIC STEEL CASTING CO-PLANT #1,BERKELEY
PACIFIC STEEL CASTING CO-PLANT #3,BERKELEY
PACIFIC STEEL CASTING COMPANY LLC,BERKELEY
PACIFICA FOUNDATION/KPFA,BERKELEY
PACIFICA FOUNDATION/KPFA,OAKLAND
PACKAGING INNOVATORS CORPORATION,LIVERMORE
PAETEC,OAKLAND
PALO ALTO MEDICAL FOUNDATION,FREMONT
PALO ALTO MEDICAL FOUNDATION/SUTTER HEALTH,FREMONT
PANTRONIX CORPORATION,FREMONT
PARK BELLEVUE TOWER CONDOMINIUM,OAKLAND
PARKMEAD PRODUCTS,OAKLAND
PAYMENT PROCESSING INC,NEWARK
PCC STRUCTURALS - SAN LEANDRO,SAN LEANDRO
"PE BERKELEY, INC",BERKELEY
PEERLESS COFFEE CO,OAKLAND
PEERY/ARRILLAGA,FREMONT
PEET'S COFFEE AND TEA INC,ALAMEDA
PENTAGON TECHNOLOGIES INC,HAYWARD
PENUMBRA INCORPORATED,ALAMEDA
PEPE'S CABINETS,UNION CITY
PERALTA COMMUNITY COLLEGE DISTRICT,BERKELEY
PERALTA COMMUNITY COLLEGES DISTRICT ADMIN CENTER,OAKLAND
PEREGREN RESTORATION AND CONSTRUCTION,SAN LORENZO
PETER JAMES COFFEE INC,SAN LEANDRO
PETERSON TRACTOR COMPANY,SAN LEANDRO
PIXAR ANIMATION STUDIOS,EMERYVILLE
"PLANET BIOTECHNOLOGY, INC",HAYWARD
"PLEASANTON GARBAGE SERVICE, INC",PLEASANTON
PLEASANTON READY MIX CONCRETE,PLEASANTON
PLEASANTON SURGERY CENTER,PLEASANTON
"PLEASANTON TRUCKING, INC",LIVERMORE
PLEXUS CORP FCA,FREMONT
PORT OF OAKLAND,OAKLAND
PORT OF OAKLAND,OAKLAND
PORT OF OAKLAND,OAKLAND
PORT OF OAKLAND,OAKLAND
PORT OF OAKLAND,OAKLAND
PRECISION TECHNICAL COATINGS,BERKELEY
PREFERRED FREEZER SERVICES,SAN LEANDRO
PRIME SMOKED MEATS INC,OAKLAND
PRIMUS POWER,HAYWARD
PRO COLORFLEX INK CORP,HAYWARD
PRODUCTION PATTERN SHOP INC,OAKLAND
"PROFITABILITY OF HAWAII, INC",SAN LEANDRO
"PROTEUS DIGITAL HEALTH, INC",HAYWARD
"PROZYME, INC",HAYWARD
PS BUSINESS PARKS,HAYWARD
PURERED CREATIVE,PLEASANTON
QUANTA COMPUTER USA INC,FREMONT
QUANTA COMPUTER USA INC,FREMONT
QUANTUM CLEAN,FREMONT
QUANTUM CLEAN,FREMONT
QUANTUM CLEAN,FREMONT
QUIKRETE NORTHERN CALIFORNIA,FREMONT
R & S ERECTION,HAYWARD
R & S MANUFACTURING INC,UNION CITY
"RADIO MIRCHI, INC",OAKLAND
RALEYS #316,PLEASANTON
"RAYBERN FOODS,LLC",OAKLAND
RC READY MIX CO,LIVERMORE
READYTECH CORP,ALAMEDA
RECALL NORTH AMERICA,NEWARK
RECLAMATION LLC,HAYWARD
"RELIABLE POWDER COATINGS, LLC",SAN LEANDRO
REMODELING BY TCM INC,NEWARK
RENTAL WORLD INC,DUBLIN
"REPUBLIC SERVICES VASCO ROAD, LLC",LIVERMORE
"RESIN DESIGNS, LLC",NEWARK
RESTORATION MANAGEMENT COMPANY,HAYWARD
REVANCE THERAPEUTICS INC,NEWARK
RH USA INC,LIVERMORE
RICH PRODUCTS CORPORATION,UNION CITY
RIDDELL/ALL AMERICAN SPORTS,UNION CITY
"RIDGE FOUNDRY, INC",SAN LEANDRO
RIGHT AWAY READY MIX,UNION CITY
RIGHT AWAY REDY MIX INC,OAKLAND
RIGHT AWAY REDY MIX INC,PLEASANTON
"RJ CHASE COMPANY, INC",UNION CITY
ROCHE MOLECULAR SYSTEMS INC,PLEASANTON
ROHM AND HAAS CHEMICALS LLC,HAYWARD
"ROLLS-ROYCE ENGINE SERVICES - OAKLAND, INC",OAKLAND
"ROLLS-ROYCE ENGINE SERVICES - OAKLAND, INC",OAKLAND
ROSE OF SHARON REHABILITATION,OAKLAND
ROSELAWN CEMETERY,LIVERMORE
"ROSS DRESS FOR LESS, INC",DUBLIN
ROTUNDA PARTNERS II,OAKLAND
ROYAL COFFEE COMPANY,OAKLAND
"RUBY'S ROAST, LLC",BERKELEY
"RUSSELL CITY ENERGY CO, LLC",HAYWARD
S F BAY AREA RAPID TRANSIT DISTRICT,OAKLAND
S F BAY AREA RAPID TRANSIT DISTRICT,CASTRO VALLEY
S F BAY AREA RAPID TRANSIT DISTRICT,HAYWARD
S F BAY AREA RAPID TRANSIT DISTRICT,PLEASANTON
S F BAY AREA RAPID TRANSIT DISTRICT,OAKLAND
"SAFETY-KLEEN OF CALIFORNIA, INC",NEWARK
"SAFETY-KLEEN SYSTEMS, INC",OAKLAND
SAFEWAY INC #1197,UNION CITY
SAFEWAY INC #1931,FREMONT
SAFEWAY INC #1953,DUBLIN
SAFEWAY INC #2708,ALAMEDA
SAFEWAY INC #2856,PLEASANTON
SAFEWAY INC #768,CASTRO VALLEY
SAFEWAY MILK PLANT,SAN LEANDRO
SAINT PAULS TOWER,OAKLAND
SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,OAKLAND
SAN FRANCISCO BAY BRIDGE TOLL PLAZA,OAKLAND
SAN FRANCISCO HERB AND NATURAL FOOD CO,FREMONT
SAN FRANCISCO ITALIAN FOODS,SAN LEANDRO
SAN FRANCISCO PUBLIC UTILITIES COMMISSION,SUNOL
SAN FRANCISCO PUBLIC UTILITIES COMMISSION,SUNOL
SAN LEANDRO HOSPITAL,SAN LEANDRO
SAN LEANDRO SENIOR CENTER,SAN LEANDRO
"SAN LEANDRO SENIOR HOUSING, INC",SAN LEANDRO
SAN LEANDRO SURGERY CENTER,SAN LEANDRO
SAN LEANDRO WATER POLLUTION CONTROL PLANT,SAN LEANDRO
SANMINA - SCI,NEWARK
SANMINA CORPORATION,FREMONT
SANTA CLARA COUNTY ROADS AND AIRPORTS DEPARTMENT,LIVERMORE
"SATELLITE FIRST COMMUNITIES, L P",OAKLAND
SAVE MART SUPERMARKETS #704,CASTRO VALLEY
"SAXCO INTERNATIONAL LLC, DBA CALIFORNIA GLASS",OAKLAND
SBC ADVANCED SOLUTIONS INC,DUBLIN
SCHNITZER STEEL PRODUCTS COMPANY,OAKLAND
SEA WEST FEDERAL CREDIT UNION ALAMEDA,ALAMEDA
SEAGATE TECHNOLOGY LLC,FREMONT
"SEAGATE TECHNOLOGY, LLC",FREMONT
"SEARS, #1019",PLEASANTON
"SEARS, #1248",HAYWARD
"SEARS, #1698",NEWARK
SEARWAY PROPERTY,ALAMEDA
SEEO INC,HAYWARD
SEGALE BROS,HAYWARD
SENBA USA INC,HAYWARD
SEVENTH STREET PROPERTIES II,BERKELEY
SEVENTH STREET PROPERTIES II,BERKELEY
"SEW EURODRIVE, INC",HAYWARD
"SF PARTNERS, LP",OAKLAND
"SF TUBE, INC",HAYWARD
SFBART DISTRICT (LANEY COLLEGE),OAKLAND
"SFI PLEASANTON, LLC",PLEASANTON
"SFI PLEASANTON, LLC",PLEASANTON
"SFI PLEASANTON, LLC",PLEASANTON
"SFI PLEASANTON, LLC",PLEASANTON
"SFPP, L P",OAKLAND
SHAKLEE CORPOATION,PLEASANTON
SHAKLEE CORPORATION,PLEASANTON
SHELL OIL COMPANY,BERKELEY
SHERWIN-WILLIAMS COMPANY #4394,SAN LEANDRO
SHORETEL,NEWARK
"SHULL'S CABINET, INC",LIVERMORE
"SIEMENS HEALTHCARE DIAGNOSTICS, INC",BERKELEY
SIERRA DESIGN MANUFACTURING INC,LIVERMORE
SIERRA PACIFIC,OAKLAND
SIGMATRON INTL - INC,UNION CITY
SIGNATURE FLIGHT SUPPORT,OAKLAND
"SINGULEX, INC",ALAMEDA
SKIL-PAINTING INC,FREMONT
"SKS HARBOR BAY ASSOCIATES, LLC",ALAMEDA
"SKS HARBOR BAY ASSOCIATES, LLC C/O CAC REAL ESTATE",ALAMEDA
